Source,Scraped,Headline,Link
Daily Mirror,2020-02-15,The noble vision of a just and fair society,http://www.dailymirror.lk/opinion/The-noble-vision-of-a-just-and-fair-society/172-183173
Daily Mirror,2020-02-15,Split in UNP: an Inevitable Upshot,http://www.dailymirror.lk/opinion/Split-in-UNP-an-Inevitable-Upshot/172-183062
Daily Mirror,2020-02-15,MCC and the Land Project: A Gordian Knot  in the making,http://www.dailymirror.lk/news-features/MCC-and-the-Land-Project-A-Gordian-Knot-in-the-making/131-183058
Colombo Telegraph,2020-02-15,Who Is Accountable To Signal To Investors Any Emerging Risks Of Securities Trading?,https://www.colombotelegraph.com/index.php/who-is-accountable-to-signal-to-investors-any-emerging-risks-of-securities-trading/
Colombo Telegraph,2020-02-15,The Butcher Of Uva,https://www.colombotelegraph.com/index.php/the-butcher-of-uva/
Colombo Telegraph,2020-02-15,Mass Spiritual Movement For Tamil Eelam,https://www.colombotelegraph.com/index.php/mass-spiritual-movement-for-tamil-eelam/
Colombo Telegraph,2020-02-16,Gotabaya Rajapaksa’s Three-Month Report Card: What Is The President’s Game-Plan?,https://www.colombotelegraph.com/index.php/gotabaya-rajapaksas-three-month-report-card-what-is-the-presidents-game-plan/
Colombo Telegraph,2020-02-16,Modi – Rajapaksa(s) Bonding & Bothering,https://www.colombotelegraph.com/index.php/modi-rajapaksas-bonding-bothering/
Colombo Telegraph,2020-02-16,SriLankan Airlines Airbus Deal,https://www.colombotelegraph.com/index.php/srilankan-airlines-airbus-deal/
Colombo Telegraph,2020-02-16,Jaffna Tamils Trapped Inside Their Historical Vacuum,https://www.colombotelegraph.com/index.php/jaffna-tamils-trapped-inside-their-historical-vacuum/
Colombo Telegraph,2020-02-16,Whither Or Wither NGOs?,https://www.colombotelegraph.com/index.php/whither-or-wither-ngos/
Daily FT,2020-02-17,Coronavirus epidemic and China’s slowdown: Economic impact on Sri Lanka,http://www.ft.lk/columns/Coronavirus-epidemic-and-China-s-slowdown-Economic-impact-on-Sri-Lanka/4-695770
Daily FT,2020-02-17,Doing bigger and better,http://www.ft.lk/columns/Doing-bigger-and-better/4-695769
Daily FT,2020-02-17,The Monetary Board should weed out dishonest officers to save its reputation,http://www.ft.lk/columns/The-Monetary-Board-should-weed-out-dishonest-officers-to-save-its-reputation/4-695767
Daily Mirror,2020-02-17,US pressure on Sri Lanka and the emerging Westlessness,http://www.dailymirror.lk/opinion/US-pressure-on-Sri-Lanka-and-the-emerging-Westlessness/172-183198
Daily Mirror,2020-02-17,Strangled and pulverised: Dandu  Monara  on the Brink of Death,http://www.dailymirror.lk/opinion/Strangled-and-pulverised-Dandu-Monara-on-the-Brink-of-Death/172-183197
Colombo Telegraph,2020-02-17,A Journey Of Secularism In Bangladesh – A Lesson For Sri Lanka,https://www.colombotelegraph.com/index.php/a-journey-of-secularism-in-bangladesh-a-lesson-for-sri-lanka/
Colombo Telegraph,2020-02-17,My Friend In Jaffna Who Criticized The LTTE In Public,https://www.colombotelegraph.com/index.php/my-friend-in-jaffna-who-criticized-the-ltte-in-public/
The Island,2020-02-17,More on ‘nostalgic memories’ of Windies in 60s,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218879
The Island,2020-02-17,‘Shrinkflation’ - the strike against consumers,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218891
The Island,2020-02-17,Joint ventures to prevent losses and corruption,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218880
Daily FT,2020-02-18,The politics of Gotabaya-economics,http://www.ft.lk/opinion/The-politics-of-Gotabaya-economics/14-695887
Daily Mirror,2020-02-18,Education needs  paradigm shift,http://www.dailymirror.lk/opinion/Education-needs-paradigm-shift/172-183289
Daily Mirror,2020-02-18,US travel ban on Gen. Shavendra Silva Let it pass,http://www.dailymirror.lk/opinion/US-travel-ban-on-Gen-Shavendra-Silva-Let-it-pass/172-183290
Daily Mirror,2020-02-18,Taxi rides to a violent world!,http://www.dailymirror.lk/news-features/Taxi-rides-to-a-violent-world/131-183291
The Island,2020-02-18,‘Justice according to the US’,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218927
The Island,2020-02-18,West Indies cricket styles,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218928
Daily FT,2020-02-19,Economic growth through fragmentation and global value chain,http://www.ft.lk/columns/Economic-growth-through-fragmentation-and-global-value-chain/4-695932
Daily FT,2020-02-19,EPF loss of Rs. 9.2 b: Why is the tough President not taking action?,http://www.ft.lk/opinion/EPF-loss-of-Rs-9-2-b-Why-is-the-tough-President-not-taking-action/14-695919
Daily FT,2020-02-19,"Software owned of the people, built by the people for the people",http://www.ft.lk/columns/Software-owned-of-the-people-built-by-the-people-for-the-people/4-695920
Daily FT,2020-02-19,Bringing the State closer to the people,http://www.ft.lk/columns/Bringing-the-State-closer-to-the-people/4-695921
Daily FT,2020-02-19,Education and vocational training: lessons learnt from Singapore,http://www.ft.lk/columns/Education-and-vocational-training-lessons-learnt-from-Singapore/4-695922
Daily FT,2020-02-19,Their investigations and our investigations,http://www.ft.lk/columns/Their-investigations-and-our-investigations/4-695923
Daily FT,2020-02-19,Sri Lankan housewife in trouble again?,http://www.ft.lk/columns/Sri-Lankan-housewife-in-trouble-again/4-695924
Daily FT,2020-02-19,"Here’s looking at you, kid",http://www.ft.lk/columns/Here-s-looking-at-you-kid/4-695886
Daily FT,2020-02-19,The politics of Gotabaya-economics,http://www.ft.lk/columns/The-politics-of-Gotabaya-economics/4-695887
Daily Mirror,2020-02-19,IS IT WORTH IT?,http://www.dailymirror.lk/opinion/IS-IT-WORTH-IT/172-183336
Daily Mirror,2020-02-19,Communication with a judge: Contempt of court,http://www.dailymirror.lk/opinion/Communication-with-a-judge-Contempt-of-court/172-183335
Daily Mirror,2020-02-19,"Of oxygen, oxymoron  and downright Morons: a tribute to Devani",http://www.dailymirror.lk/opinion/Of-oxygen-oxymoron-and-downright-Morons-a-tribute-to-Devani/172-183334
Daily Mirror,2020-02-19,Save the world from climate change,http://www.dailymirror.lk/opinion/Save-the-world-from-climate-change/172-183333
Daily Mirror,2020-02-19,Taxi rides to a violent world!,http://www.dailymirror.lk/plus/Taxi-rides-to-a-violent-world/352-183291
Daily Mirror,2020-02-19,Rudra Residencies Helpless residents allegedly deceived by developer,http://www.dailymirror.lk/opinion/Rudra-Residencies-Helpless-residents-allegedly-deceived-by-developer/172-183288
Colombo Telegraph,2020-02-19,On Silva’s US Entry Bar: The Tamil People’s Time For Justice Has Come!,https://www.colombotelegraph.com/index.php/on-silvas-us-entry-bar-the-tamil-peoples-time-for-justice-has-come/
Colombo Telegraph,2020-02-19,Ripe Time For Tamil Voters To Elect Young & Committed Leaders To The Causes Of Tamils,https://www.colombotelegraph.com/index.php/ripe-time-for-tamil-voters-to-elect-young-committed-leaders-to-the-causes-of-tamils/
Colombo Telegraph,2020-02-19,Provide State Relief To Victims Of JVP & LTTE Periods,https://www.colombotelegraph.com/index.php/provide-state-relief-to-victims-of-jvp-ltte-periods/
Daily FT,2020-02-20,"Diplomatic drone strike, Indo-Lanka equation and constitutional change",http://www.ft.lk/columns/Diplomatic-drone-strike-Indo-Lanka-equation-and-constitutional-change/4-696046
Daily FT,2020-02-20,Directing female undergraduates towards increased labour force participation in SL private sector,http://www.ft.lk/columns/Directing-female-undergraduates-towards-increased-labour-force-participation-in-SL-private-sector/4-696014
Daily FT,2020-02-20,Future of higher education and challenges for public universities in Sri Lanka,http://www.ft.lk/columns/Future-of-higher-education-and-challenges-for-public-universities-in-Sri-Lanka/4-696015
Daily FT,2020-02-20,"Sri Lanka: A great ocean polluter with plastics? No, we are not!",http://www.ft.lk/columns/Sri-Lanka-A-great-ocean-polluter-with-plastics-No-we-are-not/4-696016
Daily FT,2020-02-20,"Solar and wind power can resolve electricity crisis, early and cheaper, if allowed",http://www.ft.lk/columns/Solar-and-wind-power-can-resolve-electricity-crisis-early-and-cheaper-if-allowed/4-696017
Daily Mirror,2020-02-20,SL heading for  diplomatic  face-off in Geneva,http://www.dailymirror.lk/opinion/SL-heading-for-diplomatic-face-off-in-Geneva/172-183425
Daily Mirror,2020-02-20,Did we forget  the habit of saving rice?,http://www.dailymirror.lk/opinion/Did-we-forget-the-habit-of-saving-rice/172-183424
Daily Mirror,2020-02-20,A ‘two-thirds’ we can all agree upon!,http://www.dailymirror.lk/opinion/A-two-thirds-we-can-all-agree-upon/172-183422
Daily Mirror,2020-02-20,Udayanga remanded; No U.S. visa for Shavendra,http://www.dailymirror.lk/opinion/Udayanga-remanded-No-U-S-visa-for-Shavendra/172-183421
Daily Mirror,2020-02-20,‘We suspect the bribes paid on airbus purchases were approximately USD 16.8 million’,http://www.dailymirror.lk/hard-talk/We-suspect-the-bribes-paid-on-airbus-purchases-were-approximately-USD-16-8-million/334-183420
Daily Mirror,2020-02-20,Save the World from Climate Change,http://www.dailymirror.lk/opinion/Save-the-World-from-Climate-Change/172-183333
Daily Mirror,2020-02-20,Remembering The Missing on Valentine’s Day,http://www.dailymirror.lk/plus/Remembering-The-Missing-on-Valentines-Day/352-183331
Colombo Telegraph,2020-02-20,On The Origins Of The Executive Presidency,https://www.colombotelegraph.com/index.php/on-the-origins-of-the-executive-presidency/
Colombo Telegraph,2020-02-20,Collective Travel Ban Imposed On The Army Commander & His Family By The USA,https://www.colombotelegraph.com/index.php/collective-travel-ban-imposed-on-the-army-commander-his-family-by-the-usa/
Colombo Telegraph,2020-02-20,The Philosophy Behind JR Jayewardene’s Constitutional Project,https://www.colombotelegraph.com/index.php/the-philosophy-behind-jr-jayewardenes-constitutional-project/
The Island,2020-02-20,Neelanganie Liyanage,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219033
The Island,2020-02-20,‘Draining the swamp’ -response,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219035
The Island,2020-02-20,Ven. Ampitiye Rahula Maha Thera,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219034
Daily FT,2020-02-21,What transitional justice?,http://www.ft.lk/opinion/What-transitional-justice/14-696135
Daily Mirror,2020-02-21,Maha Sivarathri: The longest night in the Year when devotees pray to attain Moksha,http://www.dailymirror.lk/opinion/Maha-Sivarathri-The-longest-night-in-the-Year-when-devotees-pray-to-attain-Moksha/172-183496
Daily Mirror,2020-02-21,All is not Wells,http://www.dailymirror.lk/opinion/All-is-not-Wells/172-183495
Daily Mirror,2020-02-21,"Sainthamaruthu: Agitations, hopes and change of fortunes",http://www.dailymirror.lk/opinion/Sainthamaruthu-Agitations-hopes-and-change-of-fortunes/172-183493
The Island,2020-02-21,Good news for Lankan youth,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219106
Daily FT,2020-02-22,Upsurge of populism,http://www.ft.lk/columns/Upsurge-of-populism/4-696134
Daily FT,2020-02-22,Withering of expectations and prospects of new ones,http://www.ft.lk/columns/Withering-of-expectations-and-prospects-of-new-ones/4-696136
Daily Mirror,2020-02-22,SL’s Chinese connection and Pompeo’s designation  of Shavendra Silva,http://www.dailymirror.lk/opinion/SLs-Chinese-connection-and-Pompeos-designation-of-Shavendra-Silva/172-183607
Daily Mirror,2020-02-22,All is not Wells Part II – MCC and US military objectives in SL,http://www.dailymirror.lk/opinion/All-is-not-WellsPart-II-MCC-and-US-military-objectives-in-SL/172-183604
Daily Mirror,2020-02-22,Languages and linguistic diversity vital for the world,http://www.dailymirror.lk/opinion/Languages-and-linguistic-diversity-vital-for-the-world/172-183605
Daily Mirror,2020-02-22,Rajina Island - Scrap hotel project  if ‘no‘ to playground:  Residents,http://www.dailymirror.lk/plus/Rajina-Island-Scrap-hotel-project-if-no-to-playground-Residents/352-183492
Daily Mirror,2020-02-22,Garbage management gone to waste,http://www.dailymirror.lk/recomended-news/Garbage-management-gone-to-waste/277-183490
Colombo Telegraph,2020-02-22,Human Rights & Economic Benefits,https://www.colombotelegraph.com/index.php/human-rights-economic-benefits/
Colombo Telegraph,2020-02-22,Politics Of Palliatives & Economics Of Cure,https://www.colombotelegraph.com/index.php/politics-of-palliatives-economics-of-cure/
Colombo Telegraph,2020-02-23,The West’s Westlessness & Sri Lanka’s Restlessness,https://www.colombotelegraph.com/index.php/the-wests-westlessness-sri-lankas-restlessness/
Daily FT,2020-02-24,"‘Stutiyi’, my dearest Sri Lankan friends",http://www.ft.lk/columns/Stutiyi-my-dearest-Sri-Lankan-friends/4-696204
Daily FT,2020-02-24,COVID-19 in China: Testing the quality of humanity,http://www.ft.lk/columns/COVID-19-in-China-Testing-the-quality-of-humanity/4-696203
Daily FT,2020-02-24,"MCC and SOFA, USA and Sri Lanka – the ropes, the hangman and the hanged",http://www.ft.lk/columns/MCC-and-SOFA-USA-and-Sri-Lanka-the-ropes-the-hangman-and-the-hanged/4-696192
Daily FT,2020-02-24,Parliamentary debate on forensic audit reports: Only two constructive suggestions,http://www.ft.lk/columns/Parliamentary-debate-on-forensic-audit-reports-Only-two-constructive-suggestions/4-696193
Daily FT,2020-02-24,Extremes of two world economies – Communist and Capitalist,http://www.ft.lk/columns/Extremes-of-two-world-economies-Communist-and-Capitalist/4-696202
Daily Mirror,2020-02-24,Coronavirus epidemic reveals China’s dark side,http://www.dailymirror.lk/opinion/Coronavirus-epidemic-reveals-Chinas-dark-side/172-183632
Daily Mirror,2020-02-24,Negombo fishermen hit by Port City Project,http://www.dailymirror.lk/plus/Negombo-fishermen-hit-by-Port-City-Project/352-183623
Colombo Telegraph,2020-02-24,Burqa Signifies Freedom To Wear & Not Islam,https://www.colombotelegraph.com/index.php/burqa-signifies-freedom-to-wear-not-islam/
Colombo Telegraph,2020-02-24,My Humble Request To My Sinhala Brethren Especially The Buddhists,https://www.colombotelegraph.com/index.php/my-humble-request-to-my-sinhala-brethren-especially-the-buddhists/
The Island,2020-02-24,West Indies cricketers,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219266
The Island,2020-02-24,Justice and the rich,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219268
The Island,2020-02-24,Sectoral committee decision welcome,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219267
The Island,2020-02-24,Holistic approach needed to contain heavy use of heroin,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219269
Daily FT,2020-02-25,Andrew – For the love of Trinity,http://www.ft.lk/opinion/Andrew-For-the-love-of-Trinity/14-696296
Daily FT,2020-02-25,SOEs: Politicians must leave them alone,http://www.ft.lk/opinion/SOEs-Politicians-must-leave-them-alone/14-696295
Daily FT,2020-02-25,Economic and strategic integration in the region,http://www.ft.lk/opinion/Economic-and-strategic-integration-in-the-region/14-696294
Daily FT,2020-02-25,A distinct comparison,http://www.ft.lk/opinion/A-distinct-comparison/14-696256
Daily FT,2020-02-25,When the saints go masquerading in,http://www.ft.lk/columns/When-the-saints-go-masquerading-in/4-696257
Daily FT,2020-02-25,Politics of palliatives and economics of cure,http://www.ft.lk/columns/Politics-of-palliatives-and-economics-of-cure/4-696258
Daily FT,2020-02-25,Misconceptions about manifestos as policy documents,http://www.ft.lk/columns/Misconceptions-about-manifestos-as-policy-documents/4-696259
Daily FT,2020-02-25,UNHRC: Footprints in  the snow – from resolutions 30/1 TO 40/1,http://www.ft.lk/columns/UNHRC-Footprints-in-the-snow-from-resolutions-30-1-TO-40-1/4-696260
Daily FT,2020-02-25,Bribes: A banquet of carrion,http://www.ft.lk/columns/Bribes-A-banquet-of-carrion/4-696261
Daily Mirror,2020-02-25,"In this digital age: Man smart, women smarter",http://www.dailymirror.lk/opinion/In-this-digital-age-Man-smart-women-smarter/172-183709
Daily Mirror,2020-02-25,"Withdrawing co-sponsorship isn’t necessarily bad,  but politicking on it, is",http://www.dailymirror.lk/opinion/Withdrawing-co-sponsorship-isnt-necessarily-bad-but-politicking-on-it-is/172-183710
Daily Mirror,2020-02-25,SL Domestic worker finds second home in Singapore,http://www.dailymirror.lk/news-features/SL-Domestic-worker-finds-second-home-in-Singapore/131-183721
Daily Mirror,2020-02-25,A food inspection and regulatory authority needed,http://www.dailymirror.lk/news-features/A-food-inspection-and-regulatory-authority-needed/131-183723
Daily Mirror,2020-02-25,Black Bank Day of Sri Lanka,http://www.dailymirror.lk/opinion/Black-Bank-Day-of-Sri-Lanka/172-183725
Daily Mirror,2020-02-25,Making language a unifier rather than a divider,http://www.dailymirror.lk/opinion/Making-language-a-unifier-rather-than-a-divider/172-183727
Colombo Telegraph,2020-02-25,Playing Gota’s Game,https://www.colombotelegraph.com/index.php/playing-gotas-game/
Colombo Telegraph,2020-02-25,Economic And Strategic Integration In The Region,https://www.colombotelegraph.com/index.php/economic-and-strategic-integration-in-the-region/
The Island,2020-02-25,Arms producers as champions of human rights!,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219317
The Island,2020-02-25,Will we ever get a decent parliament?,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219318
Daily FT,2020-02-26,Law and justice cannot be distant neighbours: New Court of Appeal President,http://www.ft.lk/opinion/Law-and-justice-cannot-be-distant-neighbours-New-Court-of-Appeal-President/14-696382
Daily FT,2020-02-26,Amnesty International writes to President on protecting journalists,http://www.ft.lk/opinion/Amnesty-International-writes-to-President-on-protecting-journalists/14-696379
Daily FT,2020-02-26,Junior Bar Committee stages seminar on proposed data protection laws,http://www.ft.lk/opinion/Junior-Bar-Committee-stages-seminar-on-proposed-data-protection-laws/14-696381
Daily FT,2020-02-26,"So Sri Lanka; more like, so where are all the women in the hotel industry?",http://www.ft.lk/columns/So-Sri-Lanka-more-like-so-where-are-all-the-women-in-the-hotel-industry/4-696307
Daily FT,2020-02-26,COVID-19 in China: Testing the quality of humanity,http://www.ft.lk/columns/COVID-19-in-China-Testing-the-quality-of-humanity/4-696347
Daily Mirror,2020-02-26,Sri Lanka’s Dicey dealings with China and India,http://www.dailymirror.lk/opinion/Sri-Lankas-Dicey-dealings-with-China-and-India/172-183762
Daily Mirror,2020-02-26,THE REALITY OF GETTING OLD !,http://www.dailymirror.lk/opinion/THE-REALITY-OF-GETTING-OLD/172-183761
Daily Mirror,2020-02-26,Why we need to ask tough questions from Facebook,http://www.dailymirror.lk/opinion/Why-we-need-to-ask-tough-questions-from-Facebook/172-183758
Daily Mirror,2020-02-26,Dark clouds hanging over Sri Lanka at UNHRC?,http://www.dailymirror.lk/opinion/Dark-clouds-hanging-over-Sri-Lanka-at-UNHRC/172-183757
Daily Mirror,2020-02-26,SL Domestic worker finds second home in Singapore,http://www.dailymirror.lk/plus/SL-Domestic-worker-finds-second-home-in-Singapore/352-183721
Colombo Telegraph,2020-02-26,The Hope That President Rajapaksa Will Deliver,https://www.colombotelegraph.com/index.php/the-hope-that-president-rajapaksa-will-deliver/
Colombo Telegraph,2020-02-26,Parliamentary Debate On Forensic Audit Reports: Only Two Constructive Suggestions,https://www.colombotelegraph.com/index.php/parliamentary-debate-on-forensic-audit-reports-only-two-constructive-suggestions/
Daily FT,2020-02-27,Implementation  of the LLRC Action Plan,http://www.ft.lk/opinion/Implementation-of-the-LLRC-Action-Plan/14-696458
Daily FT,2020-02-27,SOEs: Politicians must leave them alone,http://www.ft.lk/opinion/SOEs-Politicians-must-leave-them-alone/14-696468
Daily FT,2020-02-27,Economy vs. environment – What you see in the mirror,http://www.ft.lk/columns/Economy-vs-environment-What-you-see-in-the-mirror/4-696380
Daily Mirror,2020-02-27,"SLMC: having the cake, eating it and more",http://www.dailymirror.lk/opinion/SLMC-having-the-cake-eating-it-and-more/172-183852
Daily Mirror,2020-02-27,Bond Scam: Debate is over; now Nab the culprits,http://www.dailymirror.lk/opinion/Bond-Scam-Debate-is-over-now-Nab-the-culprits/172-183851
Daily Mirror,2020-02-27,Military committing war crimes during final stages of civil conflict Allegations levelled are false and baseless: -Daya Ratnayake,http://www.dailymirror.lk/hard-talk/Military-committing-war-crimes-during-final-stages-of-civil-conflict-Allegations-levelled-are-false/334-183756
Colombo Telegraph,2020-02-27,How Can Unscrupulous Lawyers Manipulate Delays In The Law?,https://www.colombotelegraph.com/index.php/how-can-unscrupulous-lawyers-manipulate-delays-in-the-law/
Colombo Telegraph,2020-02-27,"Do We Or Can We, Ever Have Democracy?",https://www.colombotelegraph.com/index.php/do-we-or-can-we-ever-have-democracy/
Colombo Telegraph,2020-02-27,Gota And The Economy,https://www.colombotelegraph.com/index.php/gota-and-the-economy/
The Island,2020-02-27,"G C Roberts, Barbadian 12th man in Windies became a Sri Lankan",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219416
The Island,2020-02-27,‘Mp cannot be deployed for traffic duty’,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219417
Daily FT,2020-02-28,Dinesh outlines SL stance on Government withdrawing from UNHRC resolutions,http://www.ft.lk/opinion/Dinesh-outlines-SL-stance-on-Government-withdrawing-from-UNHRC-resolutions/14-696538
Daily FT,2020-02-28,Economic contagion spreads beyond China to other Asian economies: Reuters poll,http://www.ft.lk/opinion/Economic-contagion-spreads-beyond-China-to-other-Asian-economies-Reuters-poll/14-696541
Daily FT,2020-02-28,Writing on the wall,http://www.ft.lk/columns/Writing-on-the-wall/4-696467
Daily FT,2020-02-28,Let my country awake,http://www.ft.lk/columns/Let-my-country-awake/4-696459
Daily FT,2020-02-28,"Geneva: Right cause, wrong tactics",http://www.ft.lk/columns/Geneva-Right-cause-wrong-tactics/4-696465
Daily Mirror,2020-02-28,Country cannot afford any more external borrowing -  Bandula,http://www.dailymirror.lk/opinion/Country-cannot-afford-any-more-external-borrowing-Bandula/172-183941
Daily Mirror,2020-02-28,Defence and health: Turning guns into ploughshares,http://www.dailymirror.lk/opinion/Defence-and-health-Turning-guns-into-ploughshares/172-183939
Daily Mirror,2020-02-28,Coalitions not coalesced with principles,http://www.dailymirror.lk/opinion/Coalitions-not-coalesced-with-principles/172-183938
Daily Mirror,2020-02-28,Prioritising marine conservation,http://www.dailymirror.lk/opinion/Prioritising-marine-conservation/172-183937
Daily Mirror,2020-02-28,Minority parties prepare to canvass votes  in North and East,http://www.dailymirror.lk/opinion/Minority-parties-prepare-to-canvass-votes-in-North-and-East/172-183865
Daily Mirror,2020-02-28,‘Yuthukama’  challenges the government on certain fundamental issues,http://www.dailymirror.lk/opinion/Yuthukama-challenges-the-government-on-certain-fundamental-issues/172-183864
Daily Mirror,2020-02-28,Udayanga Weeratunga Extradition Saga,http://www.dailymirror.lk/recomended-news/Udayanga-Weeratunga-Extradition-Saga/277-183862
Daily Mirror,2020-02-28,"SLMC : Having the Cake, Eating it and More",http://www.dailymirror.lk/opinion/SLMC-Having-the-Cake-Eating-it-and-More/172-183852
Colombo Telegraph,2020-02-28,30th Anniversary Of Richard De Zoysa’s Murder & The Continuing Culture Of Impunity,https://www.colombotelegraph.com/index.php/30th-anniversary-of-richard-de-zoysas-murder-the-continuing-culture-of-impunity/
Colombo Telegraph,2020-02-28,Child Protection In Sri Lanka Is A National Crisis,https://www.colombotelegraph.com/index.php/child-protection-in-sri-lanka-is-a-national-crisis/
Colombo Telegraph,2020-02-28,“Let My Country Awake”,https://www.colombotelegraph.com/index.php/let-my-country-awake/
The Island,2020-02-28,Leave the scavengers alone,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219467
The Island,2020-02-28,A way out of the traffic mess,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219469
The Island,2020-02-28,Traffic congestion: Curse of modern lifestyles,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=219468
Daily FT,2020-02-29,Ranil gets candid on Sri Lankan and regional politics,http://www.ft.lk/opinion/Ranil-gets-candid-on-Sri-Lankan-and-regional-politics/14-696598
Daily FT,2020-02-29,For the love of my motherland Sri Lanka,http://www.ft.lk/columns/For-the-love-of-my-motherland-Sri-Lanka/4-696600
Daily FT,2020-02-29,The reality of the system,http://www.ft.lk/columns/The-reality-of-the-system/4-696539
Daily FT,2020-02-29,China’s virus shutdown will hurt growth abroad,http://www.ft.lk/columns/China-s-virus-shutdown-will-hurt-growth-abroad/4-696540
Daily Mirror,2020-02-29,"Arrest, detention and release of  ‘Tiger Twelve’ in Malaysia",http://www.dailymirror.lk/opinion/Arrest-detention-and-release-of-Tiger-Twelve-in-Malaysia/172-184060
Daily Mirror,2020-02-29,"Geneva 2020: New strategies, tactics, and intentions",http://www.dailymirror.lk/opinion/Geneva-2020-New-strategies-tactics-and-intentions/172-184062
Daily Mirror,2020-02-29,Sustaining all life on Earth,http://www.dailymirror.lk/opinion/Sustaining-all-life-on-Earth/172-184061
Daily Mirror,2020-02-29,Country cannot afford any more external borrowing -  Bandula,http://www.dailymirror.lk/opinion/Country-cannot-afford-any-more-external-borrowing-Bandula/231-183941
Colombo Telegraph,2020-02-29,For The Love Of My Motherland Sri Lanka: A Time To Rely On What We Have Seen & Heard Rather Than State Propaganda,https://www.colombotelegraph.com/index.php/for-the-love-of-my-motherland-sri-lanka-a-time-to-rely-on-what-we-have-seen-heard-rather-than-state-propaganda/
Colombo Telegraph,2020-02-29,On Sri Lanka’s Renunciation Of Its Obligations To The International Community,https://www.colombotelegraph.com/index.php/on-sri-lankas-renunciation-of-its-obligations-to-the-international-community/
Colombo Telegraph,2020-02-29,Sri Lanka May Face Economic Sanctions,https://www.colombotelegraph.com/index.php/sri-lanka-may-face-economic-sanctions/
Colombo Telegraph,2020-02-29,"Justice To Families Of Disappeared, Surrendered & Forcefully Arrested Victims",https://www.colombotelegraph.com/index.php/justice-to-families-of-disappeared-surrendered-forcefully-arrested-victims/
Colombo Telegraph,2020-02-29,The Governor Dr. Seetha Arambepola Does Not Violate The Constitution Of Sri Lanka – A Response,https://www.colombotelegraph.com/index.php/the-governor-dr-seetha-arambepola-does-not-violate-the-constitution-of-sri-lanka-a-response/
Colombo Telegraph,2020-03-01,Geneva Withdrawal: As Namaste Turns Nasty & Coronavirus Attacks Markets,https://www.colombotelegraph.com/index.php/geneva-withdrawal-as-namaste-turns-nasty-coronavirus-attacks-markets/
Colombo Telegraph,2020-03-01,USD 16.8 Million Bribe @SriLankan Airlines – Response To Eran Wickramaratne,https://www.colombotelegraph.com/index.php/usd-16-8-million-bribe-srilankan-airlines-response-to-eran-wickramaratne/
Colombo Telegraph,2020-03-01,Coronavirus & China’s Globalism: America’s Democrats Are In Revolt: Curious Disruptions In Both Super-Powers,https://www.colombotelegraph.com/index.php/coronavirus-chinas-globalism-americas-democrats-are-in-revolt-curious-disruptions-in-both-super-powers/
Colombo Telegraph,2020-03-01,"Coronavirus Destroying Our Lives; But Hate Virus, Killing Our Souls!",https://www.colombotelegraph.com/index.php/coronavirus-destroying-our-lives-but-hate-virus-killing-our-souls/
Colombo Telegraph,2020-03-01,Our Leaders Are Stubbornly Insular? None Are Addressing External Risks Compounding Internal Risks?,https://www.colombotelegraph.com/index.php/our-leaders-are-stubbornly-insular-none-are-addressing-external-risks-compounding-internal-risks/
Daily FT,2020-03-02,Ominously rising foodflation needs medium to long-term strategy to improve agricultural productivity,http://www.ft.lk/columns/Ominously-rising-foodflation-needs-medium-to-long-term-strategy-to-improve-agricultural-productivity/4-696680
Daily FT,2020-03-02,Are our leaders stubbornly insular?,http://www.ft.lk/columns/Are-our-leaders-stubbornly-insular/4-696679
Daily FT,2020-03-02,"Folding the PCAOB into the US SEC is regressive, risky and imprudent",http://www.ft.lk/columns/Folding-the-PCAOB-into-the-US-SEC-is-regressive-risky-and-imprudent/4-696652
Daily FT,2020-03-02,Mangala has his say on SL’s withdrawal from Resolution 30/1 in UN Human Rights Council,http://www.ft.lk/opinion/Mangala-has-his-say-on-SL-s-withdrawal-from-Resolution-30-1-in-UN-Human-Rights-Council/14-696653
Daily Mirror,2020-03-02,"Sajith Emulates  JR, RW, RK or Perceived Reality?",http://www.dailymirror.lk/opinion/Sajith-Emulates-JR-RW-RK-or-Perceived-Reality/172-184088
