Source,Scraped,Headline,Link
The Island,2020-02-03,"The Exterminators, Sri Lanka’s 1st ISO 45001:2018 certified pest  control company",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218115
Daily FT,2020-02-03,Director General of Commerce outlines SL’s foreign trade policy regime and way forward at NCE AGM,http://www.ft.lk/business/Director-General-of-Commerce-outlines-SL-s-foreign-trade-policy-regime-and-way-forward-at-NCE-AGM/34-694941
Daily FT,2020-02-03,Business forum highlights possibilities for enhanced German investment in Sri Lanka,http://www.ft.lk/business/Business-forum-highlights-possibilities-for-enhanced-German-investment-in-Sri-Lanka/34-694940
Daily FT,2020-02-03,CCC’s 2020 Economy and Sector Outlook Seminar on 10 Feb.,http://www.ft.lk/business/CCC-s-2020-Economy-and-Sector-Outlook-Seminar-on-10-Feb/34-694937
Daily FT,2020-02-03,Fonterra Brands Sri Lanka announces change in leadership,http://www.ft.lk/business/Fonterra-Brands-Sri-Lanka-announces-change-in-leadership/34-694938
Daily FT,2020-02-03,India’s annual growth slows to 5% as New Delhi vows revival,http://www.ft.lk/business/India-s-annual-growth-slows-to-5-as-New-Delhi-vows-revival/34-694866
Daily FT,2020-02-03,India raises import taxes in move set to spook some foreign firms,http://www.ft.lk/business/India-raises-import-taxes-in-move-set-to-spook-some-foreign-firms/34-694867
Daily FT,2020-02-03,"China Central Bank sees temporary economic impact from virus, pledges support measures",http://www.ft.lk/business/China-Central-Bank-sees-temporary-economic-impact-from-virus-pledges-support-measures/34-694868
Daily FT,2020-02-03,Sovereignty comes first: Britain lays out tough stance for EU trade talks,http://www.ft.lk/business/Sovereignty-comes-first-Britain-lays-out-tough-stance-for-EU-trade-talks/34-694869
Daily FT,2020-02-03,"India steps up farm support, offers tax cuts to revive faltering growth",http://www.ft.lk/business/India-steps-up-farm-support-offers-tax-cuts-to-revive-faltering-growth/34-694870
The Island,2020-02-04,Mitra Innovation becomes WSO2 value-added reseller to deliver  open source API-first solutions,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218152
The Island,2020-02-04,ComBank dividend announcement makes little impact on CSE,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218154
The Island,2020-02-04,India and Sri Lanka deepen cooperation in education sector,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218156
The Island,2020-02-04,President of Saemaul Globalization Foundation of South Korea  discusses assistance and potential of Sri Lanka with ambassador,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218158
The Island,2020-02-04,ODEL LAUNCHES ‘RESORT TO BASICS’,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218160
The Island,2020-02-04,AIA employees epitomise promise of healthier lives,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218153
The Island,2020-02-04,Inflation increases to 5.4% in January 2020,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218155
The Island,2020-02-04,SriLankan Airlines expresses gratitude to its courageous crew  members and staff,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218157
The Island,2020-02-04,Antyra Solutions celebrates five years of ‘performance  excellence’,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218159
The Island,2020-02-04,‘HNB continues path to excellence’,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218161
The Island,2020-02-05,5G the next giant milestone of SLT broadband services,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218200
The Island,2020-02-05,Ceylinco Insurance hailed,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218202
The Island,2020-02-05,LAUGFS Eco Sri receives ISO/IEC 17020 certification,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218204
The Island,2020-02-05,NTB and University of Colombo partner to advance Green economy  transition,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218206
The Island,2020-02-05,149 students graduate with Applied Accounting Degrees at CA Sri  Lanka’s School of Accounting and Business Convocation,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218208
The Island,2020-02-05,People’s Bank celebrates 72 years of freedom with gifts for  children born during Independence Week,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218201
The Island,2020-02-05,"Dubai-based investment advisory firm, Alpen Capital, optimistic  about Sri Lankan Banking and NBFI sector",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218203
The Island,2020-02-05,Europamundo opens its doors to Sri Lankan travellers through  partnership with Travel Bridge,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218205
The Island,2020-02-05,Emirates greets the people of Sri Lanka on Independence Day,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218207
The Island,2020-02-05,Palmyrah House: A haven for bird watchers,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218209
Daily FT,2020-02-05,Measures to prevent coronavirus outbreak in Colombo Port,http://www.ft.lk/business/Measures-to-prevent-coronavirus-outbreak-in-Colombo-Port/34-695079
Daily FT,2020-02-05,PNF urges PM to formulate national trade policy,http://www.ft.lk/business/PNF-urges-PM-to-formulate-national-trade-policy/34-695078
Daily FT,2020-02-05,PUCSL demands CEB report on power interruptions,http://www.ft.lk/business/PUCSL-demands-CEB-report-on-power-interruptions/34-695076
Daily FT,2020-02-05,Asoka Pieris appointed MD of Cargills Foods Company,http://www.ft.lk/business/Asoka-Pieris-appointed-MD-of-Cargills-Foods-Company/34-695077
Daily FT,2020-02-05,First AHK-CEO Dinner with State Minister Keheliya Rambukwella,http://www.ft.lk/business/First-AHK-CEO-Dinner-with-State-Minister-Keheliya-Rambukwella/34-695046
Daily FT,2020-02-05,Crafting winning proposals for digital era,http://www.ft.lk/business/Crafting-winning-proposals-for-digital-era/34-695045
Daily FT,2020-02-05,447 Luna Tower on track to open doors in 2020,http://www.ft.lk/business/447-Luna-Tower-on-track-to-open-doors-in-2020/34-695044
The Island,2020-02-06,CSE downturn foreseen in several vital sectors,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218254
The Island,2020-02-06,Connaissance de Ceylan hosts Duchess of Rutland,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218256
The Island,2020-02-06,"Hikka Tranz by Cinnamon, Plasticcycle & MEPA launch projects to  preserve the Hikkaduwa Reef",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218258
The Island,2020-02-06,Nestlé Lanka commits to making 100% of its packaging recyclable  or reusable by 2025,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218243
The Island,2020-02-06,Softlogic Information Technologies conducts workshop on latest VMware solutions and cloud platforms,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218245
The Island,2020-02-06,SriLankan Airlines rationalizes flights to China,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218255
The Island,2020-02-06,An opportunity for Investors - Forum on maximizing profits  through understanding tax reforms,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218257
The Island,2020-02-06,Technocracy and economic growth,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218242
The Island,2020-02-06,ESOFT offers complete 3-year British degrees with assured  internships,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218244
The Island,2020-02-06,Measures to prevent novel coronavirus outbreak in port premises,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218246
Daily FT,2020-02-06,NCCSL brainchild ‘fromSriLanka.com’ unveiled in collaboration with EY,http://www.ft.lk/business/NCCSL-brainchild-fromSriLanka-com-unveiled-in-collaboration-with-EY/34-695172
Daily FT,2020-02-06,Hajar Alafifi assumes duties as Chairperson of Unilever Sri Lanka,http://www.ft.lk/business/Hajar-Alafifi-assumes-duties-as-Chairperson-of-Unilever-Sri-Lanka/34-695171
Daily FT,2020-02-06,Postal Dept. to setup new courier services,http://www.ft.lk/business/Postal-Dept-to-setup-new-courier-services/34-695170
Daily FT,2020-02-06,CCC-Pathfinder Foundation host ‘Belt and Road Initiative: Challenges and Way Forward’,http://www.ft.lk/business/CCC-Pathfinder-Foundation-host-Belt-and-Road-Initiative-Challenges-and-Way-Forward/34-695169
Daily FT,2020-02-06,Indian Cabinet allows Alliance Air to commence flying to SL,http://www.ft.lk/business/Indian-Cabinet-allows-Alliance-Air-to-commence-flying-to-SL/34-695167
Daily FT,2020-02-06,Govt. to spruce up infrastructure at free trade zones,http://www.ft.lk/business/Govt-to-spruce-up-infrastructure-at-free-trade-zones/34-695168
Daily FT,2020-02-06,Sri Lanka-Malaysia Business Council forum highlights economic direction of SL,http://www.ft.lk/business/Sri-Lanka-Malaysia-Business-Council-forum-highlights-economic-direction-of-SL/34-695134
The Island,2020-02-07,"CSE sees more foreign selling, no significant institutional  buying",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218310
The Island,2020-02-07,BOC expands 24-hour banking to PTS in Kalutara and OUSL in  Nawala,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218312
The Island,2020-02-07,Sampath Bank launches investment plan product,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218314
The Island,2020-02-07,Stax creates roadmap to fixing bad air quality,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218307
The Island,2020-02-07,TAMAP launches ‘Govipola’; an improved market information system  and trading platform for agriculture,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218299
The Island,2020-02-07,Hilton Colombo's parent company gets new board; Nimal Perera  chairman,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218311
The Island,2020-02-07,Dialog launches initiative to provide digital skills to senior  citizens,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218313
The Island,2020-02-07,Hajar Alafifi assumes duties as chairperson of Unilever Sri Lanka,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218315
The Island,2020-02-07,Recent Sri Lankan Airlines corruption scandal reveals need for deeper structural reform in state  enterprises - Advocata,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218298
The Island,2020-02-07,HNB FINANCE fosters female entrepreneurship through Women’s  Financial Forum,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218300
Daily FT,2020-02-07,Petrochina and Swiss Singapore get contracts for diesel and petrol imports,http://www.ft.lk/business/Petrochina-and-Swiss-Singapore-get-contracts-for-diesel-and-petrol-imports/34-695223
Daily FT,2020-02-07,AG informs SC Sri Lanka-Singapore FTA under review,http://www.ft.lk/business/AG-informs-SC-Sri-Lanka-Singapore-FTA-under-review/34-695224
Daily FT,2020-02-07,PUCSL gives CEB 12 Feb. deadline to submit report on unapproved power interruptions,http://www.ft.lk/business/PUCSL-gives-CEB-12-Feb-deadline-to-submit-report-on-unapproved-power-interruptions/34-695225
Daily FT,2020-02-07,President sends Ceylon Tea to coronavirus patients in China,http://www.ft.lk/business/President-sends-Ceylon-Tea-to-coronavirus-patients-in-China/34-695226
Daily FT,2020-02-07,Effectiveness within available means: Towards public sector modernisation,http://www.ft.lk/business/Effectiveness-within-available-means-Towards-public-sector-modernisation/34-695227
Daily FT,2020-02-07,Outlook 2020 forum on Monday to feature interactive panel discussion,http://www.ft.lk/business/Outlook-2020-forum-on-Monday-to-feature-interactive-panel-discussion/34-695228
Daily FT,2020-02-07,"Expolanka Holdings remains resilient, consolidates performance",http://www.ft.lk/business/Expolanka-Holdings-remains-resilient-consolidates-performance/34-695234
Daily FT,2020-02-07,Consistent Teejay posts 9-month PBT of Rs. 2.364 b on sales of Rs. 26.3 b,http://www.ft.lk/business/Consistent-Teejay-posts-9-month-PBT-of-Rs-2-364-b-on-sales-of-Rs-26-3-b/34-695235
Daily FT,2020-02-07,Rifka Ziyard takes over as CIMA Country Network Panel Chair 2020,http://www.ft.lk/business/Rifka-Ziyard-takes-over-as-CIMA-Country-Network-Panel-Chair-2020/34-695236
The Island,2020-02-08,Questions over govt.'s revenue collection capability dampen  stocks,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218353
The Island,2020-02-08,The first batch of BEng Degree students pass out from SLT  Training Centre with commendable results,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218355
The Island,2020-02-08,Partnering for the Future: Sampath Bank inspires a spirit of  entrepreneurship among Sri Lankan youth,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218357
The Island,2020-02-08,Japanese driver Takuma Aoki joins the Jaguar I-PACE eTROPHY  series with Team Yokohoma Challenge,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218359
The Island,2020-02-08,Ebert Silva Holidays launches ‘Nidahase Daruwo’ coinciding with  the 72nd National Independence Day,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218361
The Island,2020-02-08,Instructions on WHT,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218354
The Island,2020-02-08,Grit Property Group sponsors Royal Colombo Golf Club February  Monthly Medal Tournament,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218356
The Island,2020-02-08,Ceylon Graphene Technologies opens new vistas of opportunity for  the local graphene industry,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218358
The Island,2020-02-08,Amana Bank commemorates Independence Day,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218360
Daily FT,2020-02-08,Amana Bank commemorates Independence Day,http://www.ft.lk/business/Amana-Bank-commemorates-Independence-Day/34-695309
Daily FT,2020-02-08,Rotary Club of Colombo West celebrates 75th anniversary of United Nations,http://www.ft.lk/business/Rotary-Club-of-Colombo-West-celebrates-75th-anniversary-of-United-Nations/34-695310
Daily FT,2020-02-08,US joins public and private sectors to launch ‘Career Bus’ that brings job skills to rural youth,http://www.ft.lk/business/US-joins-public-and-private-sectors-to-launch-Career-Bus-that-brings-job-skills-to-rural-youth/34-695312
The Island,2020-02-09,IMF staff concludes visit to Sri Lanka,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218460
The Island,2020-02-09,Govt. will support leather products manufacturing industry with  new technology and other inputs,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218434
The Island,2020-02-09,Piramal doubles nine-month profit,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218461
The Island,2020-02-09,LAN hosts first in series of ‘Knowledge Sharing’ seminars,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218430
The Island,2020-02-09,IFS strengthens South Asian management team,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218432
The Island,2020-02-09,"Interest in JKH & banking shares, support from high net worth &  institutional investors",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218462
The Island,2020-02-09,"Sri Lanka misses 2019 budget deficit, forex reserve targets in  IMF program",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218463
The Island,2020-02-09,Ceylinco Insurance hailed by several independent business  indices in 2019,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218441
The Island,2020-02-09,People’s Bank celebrates 72 years of Independence with gifts for  children born during the week of Independence,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218431
The Island,2020-02-09,The first batch of BEng Degree students pass out from SLT  Training Centre with commendable results,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218433
The Island,2020-02-10,NSB hands over monastic hospital ward built for Buddhist monks  in Ranagirilena Forest Retreat,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218486
The Island,2020-02-10,EY to conduct corporate training on latest technologies in  Automation,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218488
The Island,2020-02-10,Sri Lanka Print 2020 announces its event calendar,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218490
The Island,2020-02-10,EU's support for inclusive development in Badulla,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218492
The Island,2020-02-10,"Standard Chartered, official main partner of Liverpool FC for 10  years",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218494
The Island,2020-02-10,IMF offers Sri Lanka a dose of macroeconomic challenges,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218487
The Island,2020-02-10,EDB chief pledges assistance to revive tea exports,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218489
The Island,2020-02-10,World Bank VP for South Asia gains better understanding of Sri Lanka's development priorities,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218491
The Island,2020-02-10,SriLankan Airlines strengthens presence in U.S. and Europe  through Qatar Airways codeshare,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218493
The Island,2020-02-10,hSenid Business Solutions hosts Innov8 Sri Lanka,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218495
Daily FT,2020-02-10,NCE gears up for 2020 with key initiatives and programs to support members,http://www.ft.lk/business/NCE-gears-up-for-2020-with-key-initiatives-and-programs-to-support-members/34-695382
The Island,2020-02-11,Hindu religious observances held to mark ComBank’s 100th  anniversary,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218531
The Island,2020-02-11,NSB opens new branch in Kataragama,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218533
The Island,2020-02-11,Three main projects launched by Lions Club Pitakotte,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218535
The Island,2020-02-11,MillenniumIT ESP carries out fastest Oracle ERP implementation  for HNBA,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218537
The Island,2020-02-11,AkzoNobel Sri Lanka kicks off Let’s Colour initiative,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218539
The Island,2020-02-11,Foreign loan restructuring depends on the stance India takes: PM,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218532
The Island,2020-02-11,Decline in Asian Markets affects CSE,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218534
The Island,2020-02-11,Glover Daniels & Eco Lanka Consultants conduct The Principles of  Sustainability,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218538
The Island,2020-02-11,ODEL’S Luv SL recognized for aluminum recycling CSR initiative  by Central Environmental Authority,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218540
Daily FT,2020-02-11,Meet Poland’s Ambassador at National Chamber,http://www.ft.lk/business/Meet-Poland-s-Ambassador-at-National-Chamber/34-695421
Daily FT,2020-02-11,Ceylon Graphene Technologies creates new vistas for local graphene industry,http://www.ft.lk/business/Ceylon-Graphene-Technologies-creates-new-vistas-for-local-graphene-industry/34-695423
Daily FT,2020-02-11,ICCSSL convocation on 15 February,http://www.ft.lk/business/ICCSSL-convocation-on-15-February/34-695422
Daily FT,2020-02-11,Cookoo Eats: Jaffna’s up and coming food delivery app gains ground,http://www.ft.lk/business/Cookoo-Eats-Jaffna-s-up-and-coming-food-delivery-app-gains-ground/34-695413
The Island,2020-02-12,CSE feels the pinch as construction sector slows,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218577
The Island,2020-02-12,BOC partners with Mobitel to introduce digital payments through  Smartpay,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218579
The Island,2020-02-12,SriLankan Airlines flies in West Indies cricket team,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218581
The Island,2020-02-12,Envoy addresses International Youth Fellowship of South Korea on  tourism of Sri Lanka,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218583
The Island,2020-02-12,AIA Suwa Diriya; A life insurance plan that helps you fight the  fear of critical illness,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218585
The Island,2020-02-12,The first IPO since January 2018,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218578
The Island,2020-02-12,"Aitken Spence PLC: Revenue grows 3.3% to Rs. 43.8 Bn, amidst  challenging times, in the 9 months ended December 2019",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218580
The Island,2020-02-12,Sri Lanka Insurance relocates Gampaha branch,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218582
The Island,2020-02-12,Kala Pola is a great opportunity for all artists across Sri  Lanka - artist Seevali Illangasinghe,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218584
The Island,2020-02-12,Union Bank’s new and improved BizDirect+ provides expert tools  for liquidity management,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218586
Daily FT,2020-02-12,Ceylon Chamber’s Outlook 2020 Report explores the year ahead,http://www.ft.lk/business/Ceylon-Chamber-s-Outlook-2020-Report-explores-the-year-ahead/34-695511
Daily FT,2020-02-12,Singer Group Q3 FY 2019/20 records strong results,http://www.ft.lk/business/Singer-Group-Q3-FY-2019-20-records-strong-results/34-695512
The Island,2020-02-13,Employees' union calls on CBSL to prevent TFC's closure,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218639
The Island,2020-02-13,Loan moratorium request to India seen as bringing down bourse,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218641
The Island,2020-02-13,ComBank plants trees in Kandy City as part of centenary  celebrations,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218631
The Island,2020-02-13,Sri Lanka flag flies high at the ‘Bahrain for All’ festival,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218633
The Island,2020-02-13,Dialog launches innovative Apple Watch Series 5 in Sri Lanka,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218640
The Island,2020-02-13,Mahindra KUV100 is the best in the small SUV segment: Ideal  Motors,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218630
The Island,2020-02-13,"Corporate Head Dhammika Perera signs MOU with luxury brands,  Ritz Carlton and JW Marriott",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218632
The Island,2020-02-13,Sri Lanka embassy in Thailand joins the National Tree Planting  Programme to mark 72nd Independence Day,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218634
The Island,2020-02-13,Softlogic Information Technologies together with Syntrex brings  EDB open source data management platform,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218636
Daily FT,2020-02-13,Sudhir Amembal to conduct workshop on operating leases to benefit financial sector,http://www.ft.lk/business/Sudhir-Amembal-to-conduct-workshop-on-operating-leases-to-benefit-financial-sector/34-695580
Daily FT,2020-02-13,Export promotion efforts doubled by EDB in 2019,http://www.ft.lk/business/Export-promotion-efforts-doubled-by-EDB-in-2019/34-695573
Daily FT,2020-02-13,Ambassador of EU Delegation in Sri Lanka advocates more open trade policy at NCE AGM,http://www.ft.lk/business/Ambassador-of-EU-Delegation-in-Sri-Lanka-advocates-more-open-trade-policy-at-NCE-AGM/34-695562
Daily FT,2020-02-13,European Chamber of Commerce of Sri Lanka passes historic special resolution at recent AGM,http://www.ft.lk/business/European-Chamber-of-Commerce-of-Sri-Lanka-passes-historic-special-resolution-at-recent-AGM/34-695561
The Island,2020-02-14,Four companies on CSE Watch List,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218693
The Island,2020-02-14,TFC employees' union calls for naming of crisis-hit Finance  Companies,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218695
The Island,2020-02-14,Rotary fights cancer through prevention and early detection in  partnership with NCCP,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218676
The Island,2020-02-14,Ambassador-Designate Jayasuriya present credentials in Lao PDR,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218678
The Island,2020-02-14,HMGO luxury accessories – now in Sri Lanka,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218680
The Island,2020-02-14,‘Future of Customer Support’ with SLT BizChat,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218694
The Island,2020-02-14,Valentine’s Day with a Special Offer from SriLankan Airlines,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218696
The Island,2020-02-14,Prayers at Dewatagaha Mosque in celebration of ComBank’s  centenary,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218677
The Island,2020-02-14,‘How to make the most out of your savings account’,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218679
The Island,2020-02-14,eMarketingEye celebrates 13 years of leadership as ‘Sri Lanka’s  premier digital marketing agency’,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218681
Daily FT,2020-02-14,Fitch revises Outlook on DSI Samson Group to Positive; affirms at ‘BBB(lka)’,http://www.ft.lk/business/Fitch-revises-Outlook-on-DSI-Samson-Group-to-Positive-affirms-at-BBB-lka/34-695641
Daily FT,2020-02-14,Ceylon Chamber identifies Afghanistan as potential market to further expand business with Sri Lanka,http://www.ft.lk/business/Ceylon-Chamber-identifies-Afghanistan-as-potential-market-to-further-expand-business-with-Sri-Lanka/34-695642
Daily FT,2020-02-14,Dipped Products Group posts improved performance,http://www.ft.lk/business/Dipped-Products-Group-posts-improved-performance/34-695643
Daily FT,2020-02-14,Bilateral discussion with High Commissioner of Namibia concludes successfully,http://www.ft.lk/business/Bilateral-discussion-with-High-Commissioner-of-Namibia-concludes-successfully/34-695644
Daily FT,2020-02-14,Fitch disclosure on Lanka IOC National Long-Term Rating,http://www.ft.lk/business/Fitch-disclosure-on-Lanka-IOC-National-Long-Term-Rating/34-695645
The Island,2020-02-15,Sampath Bank recommends cash dividend of Rs. 11.75 per share,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218730
The Island,2020-02-15,Hayleys Group records 41% profit growth in Q 3 2019/20,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218732
The Island,2020-02-15,‘Largest commercial bank of South Korea keen to engage with Sri  Lanka’,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218734
The Island,2020-02-15,Singer partners with cake specialist Dushanthi Madanayake to  enhance user experience,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218736
The Island,2020-02-15,Seylan Bank successfully concludes ‘Diyunuwata Saviyak’ SME  workshop,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218738
The Island,2020-02-15,"Chairman, Commonwealth Enterprise and Investment Council in SL",http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218731
The Island,2020-02-15,Addressing the gap between Haves and Have Nots,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218733
The Island,2020-02-15,EGUARDIAN and Fortinet unlock new business opportunities at  PartnerSynergy Conference,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218735
The Island,2020-02-15,Inauguration of ‘PROPEL’ by CHSGA for 2020,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218737
The Island,2020-02-15,Leasing made easy with ‘Nations On-Site Leasing’ from Nations  Trust Bank,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218739
Daily FT,2020-02-15,Singer partners with cake  specialist Dushanthi Madanayake to enhance user experience,http://www.ft.lk/business/Singer-partners-with-cake-specialist-Dushanthi-Madanayake-to-enhance-user-experience/34-695690
Daily FT,2020-02-15,EDB continues marketing support for boat–building sector,http://www.ft.lk/business/EDB-continues-marketing-support-for-boatbuilding-sector/34-695692
Daily FT,2020-02-15,Crysbro energises sustainable farming practices with solar power,http://www.ft.lk/business/Crysbro-energises-sustainable-farming-practices-with-solar-power/34-695691
Daily FT,2020-02-15,Convenient and safe online shopping with Buyabans.com,http://www.ft.lk/business/Convenient-and-safe-online-shopping-with-Buyabans-com/34-695688
Daily FT,2020-02-15,SL contributes  Rs. 163 million to IMF’s Somalia financing plan,http://www.ft.lk/business/SL-contributes-Rs-163-million-to-IMF-s-Somalia-financing-plan/34-695665
Daily FT,2020-02-15,India’s Cabinet approves protocol amending agreement with Sri Lanka to avoid double taxation,http://www.ft.lk/business/India-s-Cabinet-approves-protocol-amending-agreement-with-Sri-Lanka-to-avoid-double-taxation/34-695666
Daily FT,2020-02-15,SMS service for EPF contributions to get prompt updates,http://www.ft.lk/business/SMS-service-for-EPF-contributions-to-get-prompt-updates/34-695667
The Island,2020-02-17,'ARCHITECT 2020' Trade Exhibition from Feb. 20-23,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218858
The Island,2020-02-17,70 ComBank branches will be open on February 21 – Mahasivarathri  Day,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218860
The Island,2020-02-17,WFP and S4IG embark on strategic partnership to address poor  nutrition in Sri Lanka,http://island.lk/index.php?page_cat=article-details&page=article-details&code_title=218862
