Source,Scraped,Headline,Link
SMH,2020/01/02,Another iSignthis customer has assets frozen amid ASIC investigation,https://www.smh.com.au/business/companies/another-isignthis-customer-has-assets-frozen-amid-asic-investigation-20191230-p53nku.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/02,Meet the professionals helping businesses deal with drama,https://www.smh.com.au/business/small-business/meet-the-professionals-helping-businesses-deal-with-drama-20191202-p53g1f.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/01,Telstra offers free mobile services to volunteer firefighters,https://www.smh.com.au/business/companies/telstra-offers-free-mobile-services-to-volunteer-firefighters-20200101-p53o35.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/01,Loopholes in modern slavery laws let overseas companies off the hook,https://www.smh.com.au/business/workplace/loopholes-in-modern-slavery-laws-let-overseas-companies-off-the-hook-20191226-p53n17.html?ref=rss&utm_medium=rss&utm_source=rss_business
Sky News,2020/01/02,Nissan ex-head flees Japan to Lebanon amid financial misconduct allegations,https://www.skynews.com.au/details/_6119045998001
Sky News,2020/01/02,Costello reflects on two decades of GST ,https://www.skynews.com.au/details/_6119025643001
ABC,2020/01/02,'How good's the gold price?': Amid an economic slowdown can the value of gold keep shining?,https://www.abc.net.au/news/2020-01-02/gold-price-rises-amid-global-uncertainty-and-economic-slowdown/11811626
ABC,2020/01/01,Bushfires cause travel chaos on Nullarbor's only sealed WA-SA road,https://www.abc.net.au/news/2020-01-01/road-closures-cause-nullarbor-travel-chaos/11836476
ABC,2020/01/01,Secrets of how Russian attack helicopters came to Australia revealed 20 years later,https://www.abc.net.au/news/2020-01-01/png-helicopters-cabinet-secrets/11811170
New Daily,2020/01/01,A decade of massive change in the superannuation world,https://thenewdaily.com.au/finance/superannuation/2020/01/01/a-decade-of-superannuation-change/
SMH,2020/01/03,Macquarie pulled into massive Dropbox class action,https://www.smh.com.au/business/banking-and-finance/macquarie-pulled-into-massive-dropbox-class-action-20200102-p53ob8.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/03,Global survey shows Australia ranks poorly for broadband satisfaction,https://www.smh.com.au/business/the-economy/global-survey-shows-australia-ranks-poorly-for-broadband-satisfaction-20191224-p53mpw.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/03,On-demand nursing offers more flexibility and income,https://www.smh.com.au/business/workplace/on-demand-nursing-offers-more-flexibility-and-income-20191209-p53ic3.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/02,Five corporate deals that shaped media in 2019,https://www.smh.com.au/business/companies/five-corporate-deals-that-shaped-media-in-2019-20191230-p53nk6.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/02,US Navy puts wind in Austal's sails,https://www.smh.com.au/business/companies/us-navy-puts-wind-in-austal-s-sails-20191219-p53ld9.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/02,Just heed the bushfire warnings and get out,https://www.smh.com.au/business/consumer-affairs/just-heed-the-bushfire-warnings-and-get-out-20200102-p53ofc.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/02,Reef Casino insurance hiked 60 per cent as climate risk hits premiums,https://www.smh.com.au/business/the-economy/reef-casino-insurance-hiked-60-per-cent-as-climate-risk-hits-premiums-20200102-p53od5.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/02,ASX flat in quiet first session of 2020,https://www.smh.com.au/business/markets/asx-flat-in-quiet-first-session-of-2020-20200102-p53oen.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/02,Will I get paid if my workplace or house has burnt down?,https://www.smh.com.au/business/workplace/will-i-get-paid-if-my-workplace-or-house-has-burnt-down-20200102-p53odl.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/02,Couta Boats corporate knees-up cancelled as bushfires rage,https://www.smh.com.au/business/companies/couta-boats-corporate-knees-up-cancelled-as-bushfires-rage-20200102-p53oca.html?ref=rss&utm_medium=rss&utm_source=rss_business
Sky News,2020/01/03,Australian house prices experience strong final quarter for 2019,https://www.skynews.com.au/details/_6119175645001
Sky News,2020/01/03,Rocky start tipped for local shares,https://www.skynews.com.au/details/_6119153369001
ABC,2020/01/03,"The ASX in 2020: experts reveal which stocks are hot, and which ones to avoid",https://www.abc.net.au/news/2020-01-03/asx-australian-shares-2020-surge-flood-record-low-interest-rates/11833118
ABC,2020/01/02,Adelaide nightclub slammed over response to sexual harassment allegations,https://www.abc.net.au/news/2020-01-02/hindley-street-nightclub-slammed-over-sexual-harassment-response/11837028
ABC,2020/01/02,"House prices finish 2019 on a high, as Sydney and Melbourne lead gains nationally",https://www.abc.net.au/news/2020-01-02/house-prices-finish-out-2019-higher-sydney-melbourne-lead-gains/11836990
ABC,2020/01/02,Documents reveal 'extreme and ill-advised' secret plan to take land along the Ghan line,https://www.abc.net.au/news/2020-01-02/ghan-plans-revealed-in-john-howard-government-documents/11810508
ABC,2020/01/02,Thousands of Australian expats face tax slug,https://www.abc.net.au/news/2020-01-02/australian-expats-face-tax-slug-cgt-main-residence-exemption/11836094
New Daily,2020/01/02,How Uber Eats is changing the make-up of Australia’s roads,https://thenewdaily.com.au/finance/consumer/2020/01/02/uber-eats-car-sales-scooter/
New Daily,2020/01/02,Property recovery runs into speed bumps as affordability starts to bite,https://thenewdaily.com.au/finance/property/2020/01/02/property-speed-bump-corelogic/
SMH,2020/01/04,"How we caught the economic growth bug, but may shake it off",https://www.smh.com.au/business/the-economy/how-we-caught-the-economic-growth-bug-but-may-shake-it-off-20200103-p53ojx.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/04,A festering scandal: Our food safety system falls well short,https://www.smh.com.au/business/consumer-affairs/a-festering-scandal-our-food-safety-system-falls-well-short-20200103-p53oj2.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/04,Rare bunch of restaurants convicted and named for health breaches,https://www.smh.com.au/business/consumer-affairs/rare-bunch-of-restaurants-convicted-and-named-for-health-breaches-20200102-p53of5.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/04,How to prepare and deliver a presentation in an interview,https://www.smh.com.au/business/workplace/how-to-prepare-and-deliver-a-presentation-in-an-interview-20200101-p53o1q.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/04,Why Macquarie is looking to pump billions into farms,https://www.smh.com.au/business/banking-and-finance/why-macquarie-is-looking-to-pump-billions-into-farms-20191219-p53lgg.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/04,Side hustle a sweet earner for Bendigo entrepreneur,https://www.smh.com.au/business/workplace/side-hustle-a-sweet-earner-for-bendigo-entrepreneur-20191209-p53iak.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/03,ASX gains but US air strike rattles market,https://www.smh.com.au/business/markets/asx-gains-but-us-air-strike-rattles-market-20200103-p53ooj.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/03,Energy grid under threat as bushfires bear down on power lines,https://www.smh.com.au/business/the-economy/energy-grid-under-threat-as-bushfires-bear-down-on-power-lines-20200103-p53om1.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/03,ABC under 'growing' cost pressure as bushfire emergency broadcasts surge,https://www.smh.com.au/business/companies/abc-under-growing-cost-pressure-as-bushfire-emergency-broadcasts-surge-20200103-p53ohp.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/03,Crude prices soar on Middle East tensions,https://www.smh.com.au/business/markets/crude-prices-soar-on-middle-east-tensions-20200103-p53omy.html?ref=rss&utm_medium=rss&utm_source=rss_business
Sky News,2020/01/04,Property owners living abroad to be slugged capital gains tax ,https://www.skynews.com.au/details/_6119328440001
ABC,2020/01/03,Docklands' Central Pier shut indefinitely over safety fears as businesses plan to sue,https://www.abc.net.au/news/2020-01-03/docklands-central-pier-closed-indefinitely-over-safety-concerns/11840096
ABC,2020/01/03,Amazon allegedly threatened to fire employees for speaking out about climate change,https://www.abc.net.au/news/2020-01-03/markets-amazon-fire-employees-climate-change/11838884
ABC,2020/01/03,Nullarbor road closures from bushfires could hit Perth grocery shelves,https://www.abc.net.au/news/2020-01-03/nullarbor-road-closures-to-last-five-days-causing-food-shortages/11837324
The Guardian,2020/01/03,Concern over 'viability' of dairy farms and milk supplies as Australian bushfires spread,https://www.theguardian.com/australia-news/2020/jan/03/australian-dairy-farmers-shore-up-supplies-as-they-prepare-for-bushfire-flashpoint
The Guardian,2020/01/03,Scott Morrison 'inclined' to cancel India trip as bushfire crisis continues,https://www.theguardian.com/australia-news/2020/jan/03/scott-morrison-inclined-to-cancel-india-trip-as-bushfire-crisis-continues
New Daily,2020/01/03,Stronger Australian dollar increases chance of February rate cut,https://thenewdaily.com.au/finance/finance-news/2020/01/03/aussie-dollar-feb-rate-cut/
New Daily,2020/01/03,This is how state governments will change tenancy laws in 2020,https://thenewdaily.com.au/finance/property/2020/01/03/state-tenancy-laws-changes/
SMH,2020/01/05,Childcare centres raising revenue with 'extreme' withdrawal policies,https://www.smh.com.au/business/consumer-affairs/childcare-centres-raising-revenue-with-extreme-withdrawal-policies-20191223-p53mf1.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/05,Jobs must be redesigned to suit older workers,https://www.smh.com.au/business/workplace/jobs-must-be-redesigned-to-suit-older-workers-20191121-p53cpc.html?ref=rss&utm_medium=rss&utm_source=rss_business
ABC,2020/01/04,Facelift to change outback adventure road forever,https://www.abc.net.au/news/2020-01-04/should-the-tanami-road-be-sealed/11793386
SMH,2020/01/06,Media shake-up: Five key people to watch in 2020,https://www.smh.com.au/business/companies/media-shake-up-five-key-people-to-watch-in-2020-20200102-p53o9a.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,'No longer fly-by-night': Slack founder sends message to email users,https://www.smh.com.au/business/small-business/no-longer-fly-by-night-slack-founder-sends-message-to-email-users-20190808-p52fan.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,Morrison is right about one thing - the only solution is global action,https://www.smh.com.au/business/the-economy/morrison-is-right-about-one-thing-the-only-solution-is-global-action-20200105-p53oy4.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,BHP eyes India for coal growth as China demand flatlines,https://www.smh.com.au/business/companies/bhp-eyes-india-for-coal-growth-as-china-demand-flatlines-20191230-p53nna.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/05,We'll need stimulus: East Gippsland counts the cost of the fires,https://www.smh.com.au/business/small-business/we-ll-need-stimulus-east-gippsland-counts-the-cost-of-the-fires-20200105-p53p0c.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/05,Morrison must take advantage of the times,https://www.smh.com.au/business/consumer-affairs/morrison-must-take-advantage-of-the-times-20200105-p53p11.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/05,"ASX to open soft as US-Iran tensions grow, oil price rises",https://www.smh.com.au/business/markets/asx-to-open-soft-as-us-iran-tensions-grow-oil-price-rises-20200105-p53p0r.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/05,Global investment bank picks Xero the hero for 2020,https://www.smh.com.au/business/markets/global-investment-bank-picks-xero-the-hero-for-2020-20200103-p53om7.html?ref=rss&utm_medium=rss&utm_source=rss_business
Sky News,2020/01/06,Sydney property prices set to soar in 2020 ,https://www.skynews.com.au/details/_6119851164001
The Conversation,2020/01/05,Holidaying in a disaster zone isn't as crazy as it might seem,http://theconversation.com/holidaying-in-a-disaster-zone-isnt-as-crazy-as-it-might-seem-128841
ABC,2020/01/05,Tourism Australia pauses rollout of 'Matesong' campaign in UK amid scenes of bushfire carnage,https://www.abc.net.au/news/2020-01-05/fires-bushfires-tourism-australia-pauses-matesong-ad-campaign/11841838
New Daily,2020/01/05,Bushfire damage bill predicted to hit almost $400 million,https://thenewdaily.com.au/finance/finance-news/2020/01/05/bushfire-insurance-cost-donate/
New Daily,2020/01/05,Social responsibility a ‘top priority’ for millennial investors,https://thenewdaily.com.au/finance/finance-news/2020/01/05/responsible-investing-millennials/
New Daily,2020/01/05,From fast fashion to ‘trashion’: Why the 2020s will be the decade of sustainable fashion,https://thenewdaily.com.au/finance/consumer/2020/01/05/sustainable-upcycled-fashion/
SMH,2020/01/07,Packer under pressure as clock ticks down to high-stakes Crown inquiry,https://www.smh.com.au/business/companies/packer-under-pressure-as-clock-ticks-down-to-high-stakes-crown-inquiry-20200106-p53p83.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,Economic cost of bushfires estimated at $2 billion and rising,https://www.smh.com.au/business/the-economy/economic-cost-of-bushfires-estimated-at-2-billion-and-rising-20200106-p53pac.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,Livestock losses another blow to milk industry in decline,https://www.smh.com.au/business/consumer-affairs/livestock-losses-another-blow-to-milk-industry-in-decline-20200106-p53p9l.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,Australia tops Qatar as world's biggest LNG exporter,https://www.smh.com.au/business/the-economy/australia-tops-qatar-as-world-s-biggest-lng-exporter-20200106-p53p5h.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,Gold miners and oil producers keep ASX afloat as fires take market toll,https://www.smh.com.au/business/markets/gold-miners-and-oil-producers-keep-asx-afloat-as-fires-take-market-toll-20200106-p53p9k.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,Lost to translation: despite decades of experience these interpreters can't apply for work,https://www.smh.com.au/business/workplace/lost-to-translation-despite-decades-of-experience-these-interprators-can-t-apply-for-work-20191223-p53mec.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,Bega Cheese hit with fears over milk supply after fire devastation,https://www.smh.com.au/business/companies/bega-cheese-hit-with-fears-over-milk-supply-after-fire-devastation-20200106-p53p6u.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,Nine rebrands Macquarie radio,https://www.smh.com.au/business/companies/nine-rebrands-macquarie-radio-20200106-p53p7m.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,Co-working group WOTSO to test investor appetite with $40m raising,https://www.smh.com.au/business/small-business/co-working-group-wotso-to-test-investor-appetite-with-40m-raising-20200106-p53p54.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/06,"ASX closes flat, Bega Cheese falls 9.3 per cent",https://www.smh.com.au/business/markets/aspen-group-warns-of-500-000-hit-from-bushfire-related-slowdown-20200106-p53p4w.html?ref=rss&utm_medium=rss&utm_source=rss_business
Sky News,2020/01/07,"ASX, global markets dip due to US-Iran tensions",https://www.skynews.com.au/details/_6119933536001
The Conversation,2020/01/06,A crisis of underinsurance threatens to scar rural Australia permanently,http://theconversation.com/a-crisis-of-underinsurance-threatens-to-scar-rural-australia-permanently-129343
ABC,2020/01/07,'My chef fled to Melbourne': Fires scare off more than tourists in East Gippsland,https://www.abc.net.au/news/2020-01-07/bushfires-victoria-businesses-tourism-suffer/11845386
ABC,2020/01/07,Michelle wanted to buy a property but still take holidays — that's something her lender had to consider carefully,https://www.abc.net.au/news/2020-01-07/asic-guides-banks-and-brokers-on-home-loans/11810994
ABC,2020/01/07,Why Rod traded life as a coroner for a career in the kitchen,https://www.abc.net.au/news/2020-01-07/retirement-providing-career-change-opportunity-for-australians/11814614
ABC,2020/01/07,Snowy Hydro 2.0 hits snag as bushfires race through project,https://www.abc.net.au/news/2020-01-07/fires-bushfires-snowy-hydro-cabramurra-damage-rebuild/11845590
ABC,2020/01/06,SeaChange actor Tom Long remembered as 'a beautiful human being' by co-stars,https://www.abc.net.au/news/2020-01-06/tom-long-seachange-the-dish-actor-dies-aged-51/11843328
ABC,2020/01/06,Homeowners in 'disbelief' as drought drives rise in cracked buildings,https://www.abc.net.au/news/2020-01-06/drought-causing-building-cracks-subsidence/11840828
New Daily,2020/01/06,Smoked out: How the bushfires are affecting Australian businesses,https://thenewdaily.com.au/finance/finance-news/2020/01/06/bushfire-business-workers-income/
New Daily,2020/01/06,Government must develop plan to support manufacturing jobs,https://thenewdaily.com.au/finance/finance-news/2020/01/06/manufacturing-jobs-australia/
SMH,2020/01/08,"Medibank trials heart attack rehab in health care, costs push",https://www.smh.com.au/business/companies/medibank-trials-heart-attack-rehab-in-health-care-costs-push-20200107-p53pho.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/08,These businesses want you to eat collagen instead of injecting it,https://www.smh.com.au/business/small-business/these-businesses-want-you-to-eat-collagen-instead-of-injecting-it-20191219-p53lnm.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,A dancing Elon Musk launches first cars built at new China factory,https://www.smh.com.au/business/companies/a-dancing-elon-musk-launches-first-cars-built-at-new-china-factory-20200107-p53pn6.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,Caltex board's rejection of Couche-Tard offer seems like a canny move,https://www.smh.com.au/business/companies/caltex-board-s-rejection-of-couche-tard-offer-seems-like-a-canny-move-20200107-p53pj1.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,Caltex shares higher on report of second foreign suitor,https://www.smh.com.au/business/companies/caltex-shares-higher-on-report-of-second-foreign-suitor-20200107-p53pjs.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,Airlines cancel flights as bushfire smoke makes landing too risky,https://www.smh.com.au/business/consumer-affairs/airlines-cancel-flights-as-bushfire-smoke-makes-landing-too-risky-20200107-p53plb.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,Domino's served with $3 million lawsuit over $5 pizzas,https://www.smh.com.au/business/companies/domino-s-served-with-3-million-lawsuit-over-5-pizzas-20200107-p53pfw.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,Coca-Cola Amatil leads ASX higher as investors brush off Iran fears,https://www.smh.com.au/business/markets/coca-cola-amatil-leads-asx-higher-as-investors-brush-off-iran-fears-20200107-p53pkq.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,'Damaging for jobs': Australian business says the four-day week wouldn't work,https://www.smh.com.au/business/workplace/damaging-for-jobs-why-the-four-day-working-week-doesn-t-stack-up-20200107-p53pi5.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/07,Saudi Aramco faces tough test less than a month after listing,https://www.smh.com.au/business/markets/saudi-aramco-faces-tough-test-less-than-a-month-after-listing-20200107-p53pjf.html?ref=rss&utm_medium=rss&utm_source=rss_business
Sky News,2020/01/08,Economy could take 'a big hit' after fires,https://www.skynews.com.au/details/_6120197337001
Sky News,2020/01/08,Investors 'still nervous' about US-Iran tensions,https://www.skynews.com.au/details/_6120142525001
Sky News,2020/01/08,Insurance companies come under scrutiny amid bushfire crisis ,https://www.skynews.com.au/details/_6120129558001
ABC,2020/01/08,"Spying, human rights abuses, Huawei ban: A look back at China-Australia relations in 2019",https://www.abc.net.au/news/2020-01-08/china-australia-relations-became-complex-in-2019/11828886
ABC,2020/01/08,Aussie firm's 'no-work Wednesday' concept goes global,https://www.abc.net.au/news/2020-01-08/no-work-wednesday-concept-goes-global/11847240
ABC,2020/01/08,"Elton John stops show with $1m bushfire donation, matching actor Chris Hemsworth's pledge",https://www.abc.net.au/news/2020-01-08/fires-elton-john-donates-1-million-to-bushfire-relief-australia/11850248
ABC,2020/01/07,"As Government pursues cheap bushfire loans, this woman's patisserie won't bake for weeks",https://www.abc.net.au/news/2020-01-07/bushfire-affected-communities-government-interest-free-loans/11847664
ABC,2020/01/07,'We are having to shoot them': Farmers recount 'heartbreaking' toll of livestock losses in bushfires,https://www.abc.net.au/news/2020-01-07/farmers-recount-heartbreaking-toll-of-bushfire-livestock-losses/11844696
ABC,2020/01/07,US-Iran tensions rattle investors but boost commodity prices; ASX rises,https://www.abc.net.au/news/2020-01-07/us-iran-tensions-rattle-investors-but-boost-commodity-prices/11844860
ABC,2020/01/07,Japanese 'sushi king' spends millions on tuna at Tokyo auction,https://www.abc.net.au/news/2020-01-07/giant-tuna-sells-for-2.6-million-in-first-tokyo-auction-of-2020/11846306
ABC,2020/01/07,"Rehydrating landscapes 'better than dams' in improving farm production, reducing fire risk",https://www.abc.net.au/news/rural/2020-01-07/landscape-rehydration-better-than-dams-in-improving-production/11834394
The Guardian,2020/01/07,Bernie Sanders' economic adviser says Australia's bushfires are a climate change 'wake-up call',https://www.theguardian.com/australia-news/2020/jan/08/bernie-sanders-economic-adviser-says-australias-bushfires-are-a-climate-change-wake-up-call
New Daily,2020/01/07,Australian bushfires: Former victim opens up on rebuilding reality,https://thenewdaily.com.au/news/national/2020/01/07/bushfire-rebuild-home-process/
New Daily,2020/01/07,Cost of petrol to rise after assassination of General Soleimani,https://thenewdaily.com.au/finance/consumer/2020/01/07/petrol-price-qassem-soleimani/
SMH,2020/01/09,The top 10 phrases you'll need to understand the economy in 2020,https://www.smh.com.au/business/the-economy/the-top-10-phrases-you-ll-need-to-understand-the-economy-in-2020-20200108-p53pus.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/09,"'Tens of millions': Telstra, Optus start counting bushfire cost",https://www.smh.com.au/business/companies/tens-of-millions-telstra-optus-start-counting-bushfire-cost-20200108-p53psv.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/09,Top Packer lieutenants in Crown inquiry spotlight,https://www.smh.com.au/business/companies/top-packer-lieutenants-in-crown-inquiry-spotlight-20200108-p53pqo.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/09,"Bushfires likely to impact Australian retailers, analysts say",https://www.smh.com.au/business/companies/bushfires-likely-to-impact-australian-retailers-analysts-say-20200108-p53pqi.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/09,Bushfires spark rethink of long summer break,https://www.smh.com.au/business/small-business/bushfires-spark-rethink-of-long-summer-break-20200108-p53pp9.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/09,Virtual lawyers enter legal advice arena with startup dash,https://www.smh.com.au/business/small-business/virtual-lawyers-enter-legal-advice-arena-with-startup-dash-20200107-p53pf4.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/09,"Australia fires: volunteers, victims should have right to paid leave",https://www.smh.com.au/business/workplace/australia-fires-volunteers-victims-should-have-right-to-paid-leave-20200106-p53pb0.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/08,Online fact-checkers confront deluge of bushfire misinformation,https://www.smh.com.au/business/companies/online-fact-checkers-confront-deluge-of-bushfire-misinformation-20200108-p53pwx.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/08,"ASX sinks, then recovers after Iran missile strike",https://www.smh.com.au/business/markets/asx-sinks-then-recovers-after-iran-missile-strike-20200108-p53pw8.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/08,Qantas to divert some flights after Iran missile attack,https://www.smh.com.au/business/companies/qantas-to-divert-some-flights-after-iran-missile-attack-20200108-p53puj.html?ref=rss&utm_medium=rss&utm_source=rss_business
Sky News,2020/01/09,Investors 'not freaking out' over US-Iran tensions,https://www.skynews.com.au/details/_6120443094001
ABC,2020/01/08,"Australian shares, US futures rebound after Iran says it doesn't want war",https://www.abc.net.au/news/2020-01-08/australian-dollar-falls-us-trade-deficit-at-three-year-low/11848404
ABC,2020/01/08,"Don't open up a new bank account, just give it to mum and dad",https://www.abc.net.au/news/2020-01-08/millenials-saving-without-the-bank-of-mum-and-dad/11628908
The Guardian,2020/01/08,Oil prices surge after Iranian missile attack sparks fears of war with US,https://www.theguardian.com/world/2020/jan/08/oil-prices-surge-after-iranian-missile-attack-sparks-fears-of-war-with-us
New Daily,2020/01/08,Coalition’s first-home buyer scheme could worsen inequality,https://thenewdaily.com.au/finance/property/2020/01/08/first-home-loan-deposit-corelogic/
New Daily,2020/01/08,"Michael Pascoe: This is how govt can create a fairer, more sustainable Australia",https://thenewdaily.com.au/finance/finance-news/2020/01/08/pascoe-carbon-rational-economics/
New Daily,2020/01/08,Consumers told to expect higher food prices as bushfires continue to rage,https://thenewdaily.com.au/finance/consumer/2020/01/08/bushfires-impact-on-food/
SMH,2020/01/10,'Like New York after Sandy': Bushfires expose major power grid risks,https://www.smh.com.au/business/the-economy/like-new-york-after-sandy-bushfires-expose-major-power-grid-risks-20200109-p53q5o.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/10,Tech firms to try their luck on ASX despite rocky IPO run last year,https://www.smh.com.au/business/small-business/tech-firms-to-try-their-luck-on-asx-despite-rocky-ipo-run-last-year-20200109-p53q19.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/10,First impressions don't always give a full picture,https://www.smh.com.au/business/workplace/first-impressions-don-t-always-give-a-full-picture-20200107-p53pgm.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/10,Building a future for artificial intelligence,https://www.smh.com.au/business/workplace/building-a-future-for-artificial-intelligence-20191209-p53iby.html?ref=rss&utm_medium=rss&utm_source=rss_business
SMH,2020/01/09,Andrew Forrest clarifies climate change stance after $70 million bushfire donation,https://www.smh.com.au/business/companies/mining-magnate-andrew-forrest-announces-70-million-for-bushfire-recovery-and-long-term-resilience-20200109-p53q38.html?ref=rss&utm_medium=rss&utm_source=rss_business
